id,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY
1404,2000,PLYMOUTH,NEON,SUBCOMPACT SEDAN,SPD,3700,,BIDADOO ONLINE AUCTION
3007,2000,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,5000,,BIDADOO ONLINE AUCTION
3011,2000,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,6100,,MURPHYS AUCTION
3015,2000,CHEVROLET,G3500,CARGO VAN - HVAC,FAS,6600,,MURPHYS AUCTION
3024,2000,CHEVROLET,G3500,CARGO VAN - CARPENTER,FAS,7365.56,,BIDADOO ONLINE AUCTION
3039,2000,CHEVROLET,G3500,CARGO VAN - PLUMBER,FAS,7065,,BIDADOO ONLINE AUCTION
3044,2000,CHEVROLET,G3500,CARGO VAN - HVAC,FAS,5555,,BIDADOO ONLINE AUCTION
3168,2000,CHEVROLET,C3500,PICKUP - CREW CAB - DRW,SPD,9100,,BIDADOO ONLINE AUCTION
3180,2000,CHEVROLET,G3500,CARGO VAN - PLUMBER WITH CRANE,FAS,6000,,MURPHYS AUCTION
3201,2000,CHEVROLET,C3500,PICKUP - CREW CAB,SPD,8400,,MURPHYS AUCTION
3207,2000,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,4948,,BIDADOO ONLINE AUCTION
3208,2000,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,5100,,BIDADOO ONLINE AUCTION
3210,1993,FORD,E350,PASSENGER VAN,SPD,2650,,BIDADOO ONLINE AUCTION
3221,2000,CHEVROLET,G3500,CARGO VAN - P-PATCH VAN,DON,5700,,BIDADOO ONLINE AUCTION
3301,2000,FORD,F250,PICKUP,DPR,4300,,BIDADOO ONLINE AUCTION
3303,2000,FORD,F250,PICKUP,DPR,5600,,MURPHYS AUCTION
3332,1992,GMC,RALLY,PASSENGER VAN,DPR,1050,,MURPHYS AUCTION
3510,1988,FORD,CARGO,CARGO VAN,DPR,1250,,MURPHYS AUCTION
3680,2000,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,5500,,MURPHYS AUCTION
3811,2000,FORD,F250,PICKUP - CREW CAB,DPR,4750.05,,MURPHYS AUCTION
3885,2000,CHEVROLET,G3500,CARGO VAN,DPR,1300,,MURPHYS AUCTION
3921,2000,CHEVROLET,ASTRO,PASSENGER MINIVAN,DPR,5300,,BIDADOO ONLINE AUCTION
5313,1991,SPARTAN,PUMPER,FIRE PUMPER,SFD,6701,,BIDADOO ONLINE AUCTION
5316,1993,SPARTAN,PUMPER,FIRE PUMPER,SFD,7800,,BIDADOO ONLINE AUCTION
5331,1992,SPARTAN,LADDER,FIRE AERIAL REAR MOUNT,SFD,9100.01,,BIDADOO ONLINE AUCTION
5332,1992,SPARTAN,LADDER,FIRE AERIAL - REAR MOUNT,SFD,4750,,BIDADOO ONLINE AUCTION
5334,1993,CLARKLIFT,TM15S,FORKLIFT - 3000 LB LIFT - ELECTRIC,SFD,4376.99,,BIDADOO ONLINE AUCTION
5337,1994,SIMON,94127-94,FIRE AERIAL - TRACTOR DRAWN,SFD,11100,,BIDADOO ONLINE AUCTION
5546,2000,FREIGHTLINER,FL60,TRUCK - ASPHALT FLATBED - CLASS 7,SDOT,7400,,BIDADOO ONLINE AUCTION
5547,2000,FREIGHTLINER,FL60,TRUCK - ASPHALT FLATBED - CLASS 7,SDOT,7900,,BIDADOO ONLINE AUCTION
5549,2000,FREIGHTLINER,FL60,TRUCK - ASPHALT FLATBED - CLASS 7,SDOT,7844,,BIDADOO ONLINE AUCTION
5568,2000,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SDOT,45100,,BIDADOO ONLINE AUCTION
5569,2000,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SDOT,45000,,MURPHYS AUCTION
5570,2000,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SDOT,37600,,BIDADOO ONLINE AUCTION
5571,2000,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SDOT,31100,,BIDADOO ONLINE AUCTION
5802,2000,FORD,F450,PICKUP - FLATBED - CLASS 4,DPR,19201,,BIDADOO ONLINE AUCTION
5861,2000,CHEVROLET,3500 HD,PICKUP - SERVICE BODY - CLASS 4,DPR,9000,,MURPHYS AUCTION
5869,1990,GMC,6000,PICKUP - FLATBED - CLASS 4,DPR,2517,,BIDADOO ONLINE AUCTION
6503,1993,CATERPILLAR,UNKNOWN,CRAWLER TRACTOR,SPU,42000,,MURPHYS AUCTION
6516,1991,CATERPILLAR,UNKNOWN,MOTOR GRADER - ARTICULATED,SPU,117500,,MURPHYS AUCTION
6572,2000,INGERSOLL RAND,P185WJDU,AIR COMPRESSOR - TRAILER MOUNTED,SPU,10500,,MURPHYS AUCTION
6575,2000,INGERSOLL RAND,P185WJDU,AIR COMPRESSOR - TRAILER MOUNTED,SPU,10500,,MURPHYS AUCTION
6645,2000,KENWORTH,T800,TRUCK - 12 YD DUMP - CLASS 8,SPU,57500,,MURPHYS AUCTION
6646,2000,KENWORTH,T800,TRUCK - 12 YD DUMP - CLASS 8,SPU,56200,,BIDADOO ONLINE AUCTION
7019,1991,YALE,FORKLIFT,FORKLIFT,CEN,5101,,BIDADOO ONLINE AUCTION
7022,1991,PWBS,UNKNOWN,FLOOR SCRUBBER,FAS,990.1,,BIDADOO ONLINE AUCTION
7124,1992,CLARKLIFT,FORKLIFT,FORKLIFT,SPD,3151.5,,BIDADOO ONLINE AUCTION
7135,2000,TENNANT,7400,FLOOR SCRUBBER - LPG,CEN,3950,,BIDADOO ONLINE AUCTION
7225,2000,INGERSOLL RAND,P185WJDU,AIR COMPRESSOR - TRAILER MOUNTED,SPU,10500,,MURPHYS AUCTION
11034,2001,PLYMOUTH,NEON,SUBCOMPACT SEDAN,SPD,3250.99,,BIDADOO ONLINE AUCTION
11053,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,6000,,MURPHYS AUCTION
11213,2001,PLYMOUTH,NEON,SUBCOMPACT SEDAN,SFD,2125.66,,BIDADOO ONLINE AUCTION
11401,2001,CHEVROLET,MALIBU,MIDSIZE SEDAN,DOIT,2100,,MURPHYS AUCTION
11406,2001,CHEVROLET,MALIBU,MIDSIZE SEDAN,FAS,2887,,BIDADOO ONLINE AUCTION
11516,2001,PLYMOUTH,NEON,SEDAN SUBCOMPACT,SPU,4281.59,,BIDADOO ONLINE AUCTION
11518,2001,PLYMOUTH,NEON,SUBCOMPACT SEDAN,SPU,4500,,MURPHYS AUCTION
11609,2001,FORD,TAURUS SE FFV,MIDSIZE STATION WAGON - CNG,SDOT,3550,,BIDADOO ONLINE AUCTION
11673,2001,GMC,SAFARI,PASSENGER MINIVAN,SPU,6900,,MURPHYS AUCTION
11713,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,FAS,4202,,BIDADOO ONLINE AUCTION
11714,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,FAS,4444,,BIDADOO ONLINE AUCTION
11852,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,5660.99,,BIDADOO ONLINE AUCTION
11863,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,7605,,BIDADOO ONLINE AUCTION
12090,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,6200,,BIDADOO ONLINE AUCTION
12172,2001,PLYMOUTH,NEON,SUBCOMPACT SEDAN,DPD,4000,,MURPHYS AUCTION
12412,2001,PLYMOUTH,NEON,SUBCOMPACT SEDAN,DPD,4500,,MURPHYS AUCTION
13001,2001,CHEVROLET,BLAZER,SUV MIDSIZE 4X4,DOIT,5279,,BIDADOO ONLINE AUCTION
13020,2001,FORD,F250,PICKUP,SPU,6200,,BIDADOO ONLINE AUCTION
13034,2001,CHEVROLET,EXPRESS,CARGO VAN - ELECTRICIAN,FAS,9445,,BIDADOO ONLINE AUCTION
13052,2001,CHEVROLET,EXPRESS,CARGO VAN - CARPENTER,FAS,8601,,BIDADOO ONLINE AUCTION
13148,2001,GMC,SAFARI,PASSENGER MINIVAN,SPD,8450,,BIDADOO ONLINE AUCTION
13163,2001,CHEVROLET,ASTRO,CARGO MINIVAN,DPR,4725,,MURPHYS AUCTION
13182,2001,CHEVROLET,EXPRESS,CARGO VAN - PLUMBER WITH CRANE,FAS,6000,,BIDADOO ONLINE AUCTION
13197,2001,CHEVROLET,G3500,PASSENGER VAN,SPD,1900,,BIDADOO ONLINE AUCTION
13291,2001,GMC,SAFARI,MINIVAN PASSENGER,SPD,4400,,MURPHYS AUCTION
13335,2001,CHEVROLET,EXPRESS,CARGO VAN,SPU,6100,,BIDADOO ONLINE AUCTION
13338,2001,FORD,F250,PICKUP,DPR,2400,,MURPHYS AUCTION
13340,2001,FORD,F250,PICKUP,DPR,3225,,BIDADOO ONLINE AUCTION
13345,2001,FORD,F350,PICKUP - SERVICE BODY,DPR,4050,,BIDADOO ONLINE AUCTION
13352,2001,GMC,SONOMA,COMPACT PICKUP,DPR,1727,,BIDADOO ONLINE AUCTION
13358,2001,FORD,F250,PICKUP - DUMP BODY,DPR,7499.99,,MURPHYS AUCTION
13374,2001,GMC,SONOMA,COMPACT PICKUP,DPR,3400,,MURPHYS AUCTION
13403,2001,GMC,SONOMA,COMPACT PICKUP,DPR,2390,,BIDADOO ONLINE AUCTION
13407,2001,GMC,SONOMA,COMPACT PICKUP,DPR,4651,,BIDADOO ONLINE AUCTION
13409,2001,DODGE,RAM QUAD CAB,PICKUP,DPR,3200,,MURPHYS AUCTION
13424,2001,CHEVROLET,EXPRESS,CARGO VAN,DPR,5325,,BIDADOO ONLINE AUCTION
13437,2001,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,5500,,MURPHYS AUCTION
13438,2001,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,5100,,MURPHYS AUCTION
13439,2001,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,9300,,BIDADOO ONLINE AUCTION
13452,2001,GMC,SONOMA,COMPACT PICKUP,DPR,2850,,BIDADOO ONLINE AUCTION
13564,2001,CHEVROLET,ASTRO,CARGO MINIVAN,SDOT,7350,,BIDADOO ONLINE AUCTION
13606,2001,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,20020,,MURPHYS AUCTION
13612,2001,GMC,SONOMA,COMPACT PICKUP,SDOT,5500,,BIDADOO ONLINE AUCTION
13757,2001,CHEVROLET,G3500,PASSENGER VAN,SFD,7600,,BIDADOO ONLINE AUCTION
13781,2001,FORD,F250,TRUCK SERVICE BODY,SFD,6405,,BIDADOO ONLINE AUCTION
13782,2001,FORD,F250,PICKUP,DPR,6600,,MURPHYS AUCTION
13796,2001,FORD,F450,PICKUP - DUMP BODY - CLASS 4,DPR,15050,,MURPHYS AUCTION
13797,2001,FORD,F450,PICKUP - DUMP BODY - CLASS 4,DPR,18055,,MURPHYS AUCTION
13798,2001,FORD,F450,PICKUP - DUMP BODY - CLASS 4,DPR,20500,,BIDADOO ONLINE AUCTION
13889,2001,GMC,SONOMA,COMPACT PICKUP,DPR,2200,,MURPHYS AUCTION
13962,2001,FORD,F250,PICKUP,DPR,3700,,MURPHYS AUCTION
14503,2001,CHEVROLET,ASTRO,CARGO MINIVAN,SPU,4750,,MURPHYS AUCTION
14524,2001,FORD,F450,PICKUP - HOOK LIFT - MULTIBODY - CLASS 4,SPU,18402,,BIDADOO ONLINE AUCTION
14572,2001,FORD,F250,PICKUP,SPU,7600,,MURPHYS AUCTION
14575,2001,FORD,F250,PICKUP,DPR,3100,,MURPHYS AUCTION
14659,2001,FORD,F250,PICKUP - FLATBED - 4X4,SPU,8200,,BIDADOO ONLINE AUCTION
14709,2001,FORD,F450,PICKUP - SIDE DUMP - CLASS 4,SPU,16110,,BIDADOO ONLINE AUCTION
15082,2001,GMC,T7500,TRUCK - SERVICE BODY - CLASS 7,FAS,21555,,BIDADOO ONLINE AUCTION
15124,2001,CHEVROLET,EXPRESS,CARGO VAN - PARKING METER COLLECTIONS,FAS,3300,,MURPHYS AUCTION
15330,2001,CHEVROLET,EXPRESS,VAN CARGO,SFD,5500,,MURPHYS AUCTION
15655,2001,LAYTON,H-500-B,TOW PAVER,SDOT,2555,,BIDADOO ONLINE AUCTION
15925,2001,VALLEY TRUCK,TRAILER,TRAILER - TILT DECK - 9000 LB GVWR,DPR,2381,,BIDADOO ONLINE AUCTION
16650,2001,TRAILMAX,TD-40-T,TRAILER - TILT DECK - 37000 LB GVWR,SPU,8250,,MURPHYS AUCTION
17222,2001,CATERPILLAR,CB-224D,ROLLER - 3 TON DOUBLE DRUM,SDOT,11200,,BIDADOO ONLINE AUCTION
18143,2001,KUBOTA,L35,TRACTOR - LOADER,DPR,13999,,BIDADOO ONLINE AUCTION
21097,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPD,3050,,BIDADOO ONLINE AUCTION
21167,2002,DODGE,NEON,SUBCOMPACT SEDAN,HSD,3237.83,,BIDADOO ONLINE AUCTION
21191,2002,DODGE,NEON,SUBCOMPACT SEDAN,HSD,3500,,BIDADOO ONLINE AUCTION
21211,2002,DODGE,NEON,SUBCOMPACT SEDAN,HSD,3411,,BIDADOO ONLINE AUCTION
21235,2002,DODGE,NEON,SEDAN SUBCOMPACT,HEALTH,3500,,MURPHYS AUCTION
21238,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPR,2937,,BIDADOO ONLINE AUCTION
21243,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPR,4900,,MURPHYS AUCTION
21257,2002,DODGE,NEON,SUBCOMPACT SEDAN,SFD,2900,,BIDADOO ONLINE AUCTION
21271,2002,DODGE,NEON,SUBCOMPACT SEDAN,SPU,3900,,MURPHYS AUCTION
21294,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPR,3450,,BIDADOO ONLINE AUCTION
21307,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPR,3400,,BIDADOO ONLINE AUCTION
21536,2002,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,4850,,BIDADOO ONLINE AUCTION
21550,2002,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,3500,,MURPHYS AUCTION
21577,2002,DODGE,NEON,SUBCOMPACT SEDAN,SDOT,3555.41,,BIDADOO ONLINE AUCTION
21595,2002,DODGE,NEON,SUBCOMPACT SEDAN,SFD,3100,,MURPHYS AUCTION
21838,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPR,2801,,BIDADOO ONLINE AUCTION
21845,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPD,4700,,BIDADOO ONLINE AUCTION
21854,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPD,3650,,BIDADOO ONLINE AUCTION
21855,2002,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,5100,,BIDADOO ONLINE AUCTION
23018,2002,CHEVROLET,EXPRESS,CARGO VAN - PLUMBER,FAS,8322,,BIDADOO ONLINE AUCTION
23028,2002,CHEVROLET,EXPRESS,CARGO VAN - ELECTRICIAN,FAS,6601,,MURPHYS AUCTION
23060,2002,FORD,F250,PICKUP - CREW CAB,DPR,5750,,MURPHYS AUCTION
23062,2002,FORD,F250,PICKUP - CREW CAB,DPR,3600,,MURPHYS AUCTION
23164,2002,CHEVROLET,ASTRO,PASSENGER MINIVAN,SPD,6701,,BIDADOO ONLINE AUCTION
23225,2002,GMC,WT5500,TRUCK - BOOK DELIVERY - CLASS 5,SPL,18640,,BIDADOO ONLINE AUCTION
23226,2002,GMC,WT5500,TRUCK - BOOK DELIVERY - CLASS 5,SPL,13290,,BIDADOO ONLINE AUCTION
23307,2002,CHEVROLET,EXPRESS,PASSENGER VAN,DPR,8600,,MURPHYS AUCTION
23308,2002,CHEVROLET,ASTRO,PASSENGER MINIVAN,DPR,5866,,BIDADOO ONLINE AUCTION
23309,2002,CHEVROLET,EXPRESS,PASSENGER VAN,DPR,7900,,MURPHYS AUCTION
23310,2002,FORD,F250,PICKUP,DPR,9322,,BIDADOO ONLINE AUCTION
23311,2002,FORD,F250,PICKUP,DPR,3750,,MURPHYS AUCTION
23316,2002,FORD,F250,PICKUP - CREW CAB,DPR,5100,,BIDADOO ONLINE AUCTION
23318,2002,FORD,F250,PICKUP,DPR,4000,,MURPHYS AUCTION
23319,2002,FORD,F250,PICKUP,DPR,3351,,BIDADOO ONLINE AUCTION
23323,2002,CHEVROLET,EXPRESS,CARGO VAN,DPR,6500,,BIDADOO ONLINE AUCTION
23325,2002,CHEVROLET,EXPRESS,CARGO VAN,DPR,2985,,MURPHYS AUCTION
23327,2002,CHEVROLET,EXPRESS,CARGO VAN,DPR,6211.11,,BIDADOO ONLINE AUCTION
23328,2002,CHEVROLET,EXPRESS,CARGO VAN - ELECTRICIAN,DPR,3200,,MURPHYS AUCTION
23330,2002,CHEVROLET,EXPRESS,PASSENGER VAN,DPR,7250,,MURPHYS AUCTION
23344,2002,FORD,F250,PICKUP,DPR,7250,,BIDADOO ONLINE AUCTION
23364,2002,GMC,SONOMA,COMPACT PICKUP,DPR,6100,,BIDADOO ONLINE AUCTION
23395,2002,FORD,F250,PICKUP,DPR,5800,,BIDADOO ONLINE AUCTION
23441,2002,CHEVROLET,EXPRESS,PASSENGER VAN,DPR,6800,,MURPHYS AUCTION
23454,2002,FORD,4X4 RANGER,COMPACT PICKUP - 4X4,SPU,7300.5,,BIDADOO ONLINE AUCTION
23548,2002,CHEVROLET,TRACKER,COMPACT SUV - 4X4,SPU,6250,,MURPHYS AUCTION
23551,2002,GMC,SONOMA,COMPACT PICKUP,SDOT,5600,,MURPHYS AUCTION
23556,2002,CHEVROLET,BLAZER,MIDSIZE SUV - 4X4,SDOT,5655.55,,BIDADOO ONLINE AUCTION
23562,2002,GMC,SONOMA,COMPACT PICKUP,SPU,8606,,BIDADOO ONLINE AUCTION
23593,2002,CHEVROLET,ASTRO,CARGO MINIVAN,SDOT,7300,,BIDADOO ONLINE AUCTION
23623,2002,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,5801,,BIDADOO ONLINE AUCTION
23624,2002,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,7150,,BIDADOO ONLINE AUCTION
23635,2002,FORD,F450,PICKUP - FLATBED - CRANE - CLASS 4,SDOT,11900,,BIDADOO ONLINE AUCTION
23642,2002,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,6601.01,,BIDADOO ONLINE AUCTION
23643,2002,FORD,F450,PICKUP - CHIP BODY - CLASS 4,SDOT,20000,,MURPHYS AUCTION
23645,2002,FORD,F450,PICKUP - DUMP BODY - CLASS 4,SDOT,11000,,MURPHYS AUCTION
23651,2002,FORD,F450,PICKUP - DUMP BODY - CRANE - CLASS 4,SDOT,15859,,BIDADOO ONLINE AUCTION
23660,2002,GMC,SONOMA,COMPACT PICKUP,SDOT,5100,,BIDADOO ONLINE AUCTION
23662,2002,FORD,F450,PICKUP - FLATBED - WELDER - CLASS 4,SDOT,18000,,MURPHYS AUCTION
23663,2002,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,7101,,BIDADOO ONLINE AUCTION
23664,2002,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,9456,,BIDADOO ONLINE AUCTION
23675,2002,FORD,F450,PICKUP - FLATBED - CLASS 4,SDOT,6601.01,,BIDADOO ONLINE AUCTION
23689,2002,FORD,F450,PICKUP DUMPING FLATBED PLOW CLASS 4,SDOT,15700,,MURPHYS AUCTION
23701,2002,FORD,F250,PICKUP,SDOT,4550,,BIDADOO ONLINE AUCTION
23718,2002,GMC,SONOMA,COMPACT PICKUP,SDOT,4900,,BIDADOO ONLINE AUCTION
23719,2002,GMC,SONOMA,PICKUP COMPACT,SDOT,5250,,MURPHYS AUCTION
23783,2002,CHEVROLET,EXPRESS,VAN PASSENGER,SPD,8575,,BIDADOO ONLINE AUCTION
23805,2002,GMC,SONOMA,COMPACT PICKUP,DPR,2505,,BIDADOO ONLINE AUCTION
23930,2002,CHEVROLET,ASTRO,PASSENGER MINIVAN,SPL,5200,,MURPHYS AUCTION
23931,2002,CHEVROLET,ASTRO,PASSENGER MINIVAN,SDOT,6600,,MURPHYS AUCTION
23932,2002,CHEVROLET,ASTRO,MINIVAN PASSENGER,DPR,4050,,MURPHYS AUCTION
23974,2002,FORD,F250,PICKUP - CREW CAB,DPR,6600,,BIDADOO ONLINE AUCTION
24438,2002,CHEVROLET,BLAZER,MIDSIZE SUV - 4X4,SPU,5250,,MURPHYS AUCTION
24531,2002,FORD,4X4 RANGER,COMPACT PICKUP - 4X4,SPU,5100,,BIDADOO ONLINE AUCTION
24562,2002,FORD,F350,PICKUP - SERVICE BODY,SPU,21500,,MURPHYS AUCTION
24617,2002,FORD,F350,PICKUP - SERVICE BODY,SPU,14600,,BIDADOO ONLINE AUCTION
24643,2002,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,16500,,MURPHYS AUCTION
24652,2002,FORD,F350,PICKUP - SERVICE BODY,SPU,12700,,BIDADOO ONLINE AUCTION
25600,2002,PETERBILT,330,TRUCK - DUMP - CLASS 7,DPR,32500,,MURPHYS AUCTION
25668,2002,BLAZER,TRAILER,CREW TRAILER,SPU,8500,,MURPHYS AUCTION
25691,2002,PETERBILT,330,TRUCK - AERIAL LIFT - CLASS 8,SDOT,45300,,BIDADOO ONLINE AUCTION
25889,2002,PETERBILT,330,TRUCK - DUMP - CLASS 7,DPR,29600,,BIDADOO ONLINE AUCTION
25890,2002,PETERBILT,330,TRUCK - DUMP - CLASS 7,DPR,33000,,MURPHYS AUCTION
25891,2002,PETERBILT,330,TRUCK - DUMP - CLASS 7,DPR,32500,,MURPHYS AUCTION
25892,2002,PETERBILT,330,TRUCK - DUMP - CLASS 8,DPR,33850,,BIDADOO ONLINE AUCTION
25893,2002,PETERBILT,330,TRUCK - 12 YD DUMP - CLASS 7,DPR,34500,,BIDADOO ONLINE AUCTION
26555,2002,FORD,F550,TRUCK - DUMPING FLATBED - CRANE,SPU,21000,,MURPHYS AUCTION
26593,2002,PETERBILT,330,TRUCK - DUMPING FLATBED - CLASS 6,SDOT,28100,,BIDADOO ONLINE AUCTION
27227,2002,PREMCO,TRIPLE L,TRAILER - HYDRAULIC LIFT - 7000 LB GVWR,SDOT,5600,,BIDADOO ONLINE AUCTION
30104,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,700,,MURPHYS AUCTION
30459,1980,UNKNOWN,UNKNOWN,TRAILER,SDOT,280,,BIDADOO ONLINE AUCTION
30906,2010,PETERBILT,320,TRUCK - PRESSURE DIGGER,SDOT,125900.01,,BIDADOO ONLINE AUCTION
30988,2010,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,5700,,BIDADOO ONLINE AUCTION
30990,2010,SEGWAY,I2,PERSONAL MOBILITY DEVICE ELECTRIC,FAS,2300,,BIDADOO ONLINE AUCTION
31050,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,5100,,MURPHYS AUCTION
31052,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,3850,,BIDADOO ONLINE AUCTION
31058,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,5300,,BIDADOO ONLINE AUCTION
31059,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,5700,,BIDADOO ONLINE AUCTION
31068,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,5864,,BIDADOO ONLINE AUCTION
31070,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,6200,,BIDADOO ONLINE AUCTION
31092,2010,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,4500,,MURPHYS AUCTION
31268,2003,HONDA,CIVIC GX,SUBCOMPACT SEDAN - DEDICATED CNG,SFD,7400,,MURPHYS AUCTION
31270,2003,TOYOTA,PRIUS,SEDAN COMPACT - HYBRID,FAS,6750,,MURPHYS AUCTION
31281,2003,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,FAS,6750,,MURPHYS AUCTION
31283,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPL,5800,,BIDADOO ONLINE AUCTION
31306,2003,TOYOTA,PRIUS,COMPACT SEDAN HYBRID,FAS,6750,,MURPHYS AUCTION
31378,2011,FORD,F350,TRUCK 2WD CREW CAB,SDOT,4200,,MURPHYS AUCTION
31460,1995,BOBCAT,753,SKID STEER LOADER,DPR,5350,,MURPHYS AUCTION
