id,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY
79980,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,550,,MURPHYS AUCTION
79981,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,3545.95,,BIDADOO ONLINE AUCTION
79982,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,155,,MURPHYS AUCTION
79983,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,700,,MURPHYS AUCTION
79984,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,1509,,BIDADOO ONLINE AUCTION
79985,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,2205,,BIDADOO ONLINE AUCTION
79986,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,950,,MURPHYS AUCTION
79987,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,1825,,BIDADOO ONLINE AUCTION
79988,2007,FORD,CROWN VICTORIA,PATROL CAR - SGT`S CAR,SPD,1300,,MURPHYS AUCTION
79990,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,1475,,BIDADOO ONLINE AUCTION
79991,2007,FORD,CROWN VICTORIA,PATROL CAR ACTIVE SPARE RESERVE,SPD,1900,,BIDADOO ONLINE AUCTION
79993,2007,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,825,,MURPHYS AUCTION
79995,2007,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,1675,,BIDADOO ONLINE AUCTION
80202,2000,FORD,E350,PASSENGER VAN,DPR,4152,,BIDADOO ONLINE AUCTION
80204,2002,GMC,SAVANNA,PASSENGER VAN,DPR,9600,,MURPHYS AUCTION
80370,1940,FORD,UNKNOWN,FIRE PUMPER - ANTIQUE,SFD,10750,,BIDADOO ONLINE AUCTION
80393,1993,BUTLER,TRAILER,TRAILER,SFD,2800,,MURPHYS AUCTION
80413,2007,WELLS CARGO,TRAILER,TRAILER - JET BOAT,SFD,225,,MURPHYS AUCTION
80428,2008,FORD,E450,MEDIC AID VAN NEW BODY,SFD,5546,,MURPHYS AUCTION
80442,1981,GMC,T80204,BUS,SPD,500,,MURPHYS AUCTION
80504,2005,JOHN DEERE,GATOR,UTILITY VEHICLE 4 WHEEL,DPR,5500,,MURPHYS AUCTION
80608,1996,FORD,UNKNOWN,BUS,SPD,250,,MURPHYS AUCTION
81723,1998,FORD,SUPER CLUB,PASSENGER VAN,DPR,3750,,MURPHYS AUCTION
81740,2000,KAWASAKI,KAF620-A6,UTILITY VEHICLE 4 WHEEL,DPR,3250,,BIDADOO ONLINE AUCTION
81998,2008,TORO,WORKMAN 4300,UTILITY VEHICLE 4 WHEEL,CEN,8988,,BIDADOO ONLINE AUCTION
82453,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,6000,,MURPHYS AUCTION
82456,2001,FORD,F350,PICKUP - DUMPING FLATBED - 4X4,DPR,11550,,MURPHYS AUCTION
82464,2001,FORD,F250,PICKUP,DPR,3500,,MURPHYS AUCTION
82467,2001,FORD,F250,PICKUP,DPR,6322.26,,BIDADOO ONLINE AUCTION
82468,2001,FORD,F250,PICKUP,DPR,3750,,MURPHYS AUCTION
83004,2008,CHEVROLET,UPLANDER,PASSENGER MINIVAN,FAS,8500,,MURPHYS AUCTION
84516,2008,FORD,F350,PICKUP - CREW CAB - 4X4,SPU,14000,,MURPHYS AUCTION
84616,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,CEN,8200,,BIDADOO ONLINE AUCTION
84671,2008,CHEVROLET,UPLANDER,CARGO MINIVAN,SPU,2075,,MURPHYS AUCTION
85427,2008,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,5096,,MURPHYS AUCTION
85533,2008,HYPAC,C530AH,ROLLER - 11 TON PNEUMATIC,SDOT,15400,,BIDADOO ONLINE AUCTION
85877,2002,PETERBILT,330,TRUCK - AERIAL LIFT - CHIP BODY,DPR,43100,,BIDADOO ONLINE AUCTION
86351,1996,FORD,E350,CUTAWAY VAN,SPD,225,,MURPHYS AUCTION
86519,2008,JOHN DEERE,1565 MOWER,"MOWER - 72"" ROTARY",SPU,18500,,MURPHYS AUCTION
87003,2008,ELGIN,CROSSWIND,SWEEPER - REGENERATIVE AIR,CEN,40100,,BIDADOO ONLINE AUCTION
87023,2008,SMITHCO,SWEEPSTAR 60,YARD SWEEPER - SELF PROPELLED,CEN,6566.6,,BIDADOO ONLINE AUCTION
87129,2008,VERMEER,SC60TX,STUMP GRINDER,DPR,35300,,BIDADOO ONLINE AUCTION
87146,2008,CASE,590M,BACKHOE LOADER - 19500 LB - BREAKER  4X4,SDOT,24000,,MURPHYS AUCTION
87501,2008,POWER CURBER,PC-150,POWER CURBER,SDOT,2750,,MURPHYS AUCTION
87601,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7200,,BIDADOO ONLINE AUCTION
87603,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,5045,,BIDADOO ONLINE AUCTION
87606,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6500,,BIDADOO ONLINE AUCTION
87608,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,9000,,MURPHYS AUCTION
87609,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6400,,BIDADOO ONLINE AUCTION
87613,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7150,,BIDADOO ONLINE AUCTION
87614,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6100,,BIDADOO ONLINE AUCTION
87615,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,8852,,BIDADOO ONLINE AUCTION
87619,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6600,,BIDADOO ONLINE AUCTION
87620,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6308,,BIDADOO ONLINE AUCTION
88068,2008,TORO,4000,MOWER - 11` ROTARY,DPR,16156,,BIDADOO ONLINE AUCTION
88115,2008,JOHN DEERE,1565 MOWER,"MOWER - 72"" ROTARY",DPR,11328,,BIDADOO ONLINE AUCTION
89111,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,850,,MURPHYS AUCTION
89112,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2300,,MURPHYS AUCTION
89113,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1000,,MURPHYS AUCTION
89114,2008,FORD,CROWN VICTORIA,PATROL CAR ACTIVE SPARE RESERVE,SPD,2550,,BIDADOO ONLINE AUCTION
89115,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1725.5,,BIDADOO ONLINE AUCTION
89116,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,3550,,BIDADOO ONLINE AUCTION
89117,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2050,,BIDADOO ONLINE AUCTION
89118,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1550,,BIDADOO ONLINE AUCTION
89119,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,310,,MURPHYS AUCTION
89120,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1475,,BIDADOO ONLINE AUCTION
89121,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2226,,BIDADOO ONLINE AUCTION
89122,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1650,,BIDADOO ONLINE AUCTION
89123,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,800,,MURPHYS AUCTION
89124,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,3115.65,,BIDADOO ONLINE AUCTION
89125,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1750.88,,BIDADOO ONLINE AUCTION
89126,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1915,,BIDADOO ONLINE AUCTION
89127,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2050,,BIDADOO ONLINE AUCTION
89128,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1707,,BIDADOO ONLINE AUCTION
89130,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,900,,MURPHYS AUCTION
89136,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,3474,,BIDADOO ONLINE AUCTION
89141,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2750,,BIDADOO ONLINE AUCTION
89142,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2282,,BIDADOO ONLINE AUCTION
89143,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1200,,MURPHYS AUCTION
89144,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1510,,MURPHYS AUCTION
89145,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,450,,MURPHYS AUCTION
89146,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1426,,BIDADOO ONLINE AUCTION
89147,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,620,,BIDADOO ONLINE AUCTION
89148,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2057,,MURPHYS AUCTION
89149,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1600.77,,BIDADOO ONLINE AUCTION
89150,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1650,,BIDADOO ONLINE AUCTION
89151,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1575,,BIDADOO ONLINE AUCTION
89153,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1000,,MURPHYS AUCTION
89154,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1000,,MURPHYS AUCTION
89155,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,925,,MURPHYS AUCTION
89156,2008,FORD,CROWN VICTORIA,PATROL CAR - LICENSE RECOG SYSTEM,SPD,1500,,BIDADOO ONLINE AUCTION
89158,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1025,,BIDADOO ONLINE AUCTION
89159,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2025,,BIDADOO ONLINE AUCTION
89160,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2450,,MURPHYS AUCTION
89161,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,800,,MURPHYS AUCTION
89162,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1926,,BIDADOO ONLINE AUCTION
89163,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2300,,MURPHYS AUCTION
89164,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,550,,MURPHYS AUCTION
89165,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1875,,BIDADOO ONLINE AUCTION
89166,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1508,,BIDADOO ONLINE AUCTION
89168,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2570,,BIDADOO ONLINE AUCTION
89169,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1125,,MURPHYS AUCTION
89170,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,875,,MURPHYS AUCTION
89171,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,800,,MURPHYS AUCTION
89172,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,400,,MURPHYS AUCTION
89173,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2316,,MURPHYS AUCTION
89175,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1575,,BIDADOO ONLINE AUCTION
89176,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2620,,BIDADOO ONLINE AUCTION
89177,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,991.66,,MURPHYS AUCTION
89178,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2125,,MURPHYS AUCTION
89179,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,3705,,BIDADOO ONLINE AUCTION
89180,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2025,,BIDADOO ONLINE AUCTION
89181,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2025,,MURPHYS AUCTION
89182,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,475,,MURPHYS AUCTION
89183,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2150,,MURPHYS AUCTION
89184,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2275,,BIDADOO ONLINE AUCTION
89185,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,820,,BIDADOO ONLINE AUCTION
89186,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2025,,MURPHYS AUCTION
89187,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1690,,BIDADOO ONLINE AUCTION
89188,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2550,,BIDADOO ONLINE AUCTION
89189,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1100,,MURPHYS AUCTION
89190,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,500,,BIDADOO ONLINE AUCTION
89192,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,400,,MURPHYS AUCTION
89197,2008,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,1104,,BIDADOO ONLINE AUCTION
90008,2009,CATERPILLAR,963,SOLID WASTE TRACK LOADER,SPU,52250,,MURPHYS AUCTION
93009,2009,TOYOTA,SIENNA,PASSENGER MINIVAN,FAS,16100,,BIDADOO ONLINE AUCTION
94558,2009,FORD,F250,PICKUP,SPU,12001,,MURPHYS AUCTION
94571,2009,FORD,F350,PICKUP - DUMP BODY - 4X4,SPU,15100,,MURPHYS AUCTION
97412,2009,SEGWAY,I2,ELECTRIC PERSONAL MOBILITY DEVICE,FAS,3250,,BIDADOO ONLINE AUCTION
97427,2009,SEGWAY,I2,ELECTRIC PERSONAL MOBILITY DEVICE,SFD,1800,,MURPHYS AUCTION
97621,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7800,,BIDADOO ONLINE AUCTION
97623,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,4738,,BIDADOO ONLINE AUCTION
97624,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,8911,,BIDADOO ONLINE AUCTION
97625,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6600,,BIDADOO ONLINE AUCTION
97626,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7300,,BIDADOO ONLINE AUCTION
97627,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7000,,BIDADOO ONLINE AUCTION
97629,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7500,,BIDADOO ONLINE AUCTION
97630,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7300,,BIDADOO ONLINE AUCTION
97631,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7400,,BIDADOO ONLINE AUCTION
97632,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,4437,,BIDADOO ONLINE AUCTION
97633,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7100,,BIDADOO ONLINE AUCTION
97634,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7200,,BIDADOO ONLINE AUCTION
97635,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6800,,BIDADOO ONLINE AUCTION
97636,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,9151,,BIDADOO ONLINE AUCTION
97637,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7500,,BIDADOO ONLINE AUCTION
99217,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2676.26,,BIDADOO ONLINE AUCTION
99218,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1656.88,,BIDADOO ONLINE AUCTION
99219,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,310,,MURPHYS AUCTION
99220,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2024,,BIDADOO ONLINE AUCTION
99221,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1300,,MURPHYS AUCTION
99222,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1675,,BIDADOO ONLINE AUCTION
99223,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1200,,MURPHYS AUCTION
99224,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2000,,BIDADOO ONLINE AUCTION
99225,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1500,,MURPHYS AUCTION
99226,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1450,,MURPHYS AUCTION
99227,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1975,,BIDADOO ONLINE AUCTION
99229,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2305,,BIDADOO ONLINE AUCTION
99230,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1753,,BIDADOO ONLINE AUCTION
99231,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,500,,MURPHYS AUCTION
99233,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1825,,MURPHYS AUCTION
99234,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2125,,BIDADOO ONLINE AUCTION
99236,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2042.56,,BIDADOO ONLINE AUCTION
99237,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2035,,BIDADOO ONLINE AUCTION
99238,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1999,,MURPHYS AUCTION
99239,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,270,,MURPHYS AUCTION
99240,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2675,,BIDADOO ONLINE AUCTION
99241,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,300,,MURPHYS AUCTION
99242,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1550,,BIDADOO ONLINE AUCTION
99243,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1625,,MURPHYS AUCTION
99244,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,350,,BIDADOO ONLINE AUCTION
99245,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,350,,MURPHYS AUCTION
99246,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2090.65,,BIDADOO ONLINE AUCTION
99248,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,2749.99,,BIDADOO ONLINE AUCTION
99253,2009,FORD,CROWN VICTORIA,PATROL CAR - DUI,SPD,2000.66,,BIDADOO ONLINE AUCTION
99254,2009,FORD,CROWN VICTORIA,PATROL CAR - DUI,SPD,2151,,BIDADOO ONLINE AUCTION
155996,1996,JOHN DEERE,1200A,BALLFIELD GROOMER,DPR,1275,,BIDADOO ONLINE AUCTION
955404,1995,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,7601,,BIDADOO ONLINE AUCTION
956451,1995,WALTON,40KTP-XL,TRAILER - TILT DECK - 40000 LB GVWR,SDOT,10600,,BIDADOO ONLINE AUCTION
965408,1996,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,5300.23,,BIDADOO ONLINE AUCTION
965693,1996,FREIGHTLINER,FL70,TRUCK - AERIAL LIFT PLATFORM - CLASS 8,SDOT,6500,,BIDADOO ONLINE AUCTION
966551,1996,JOHN DEERE,772BH,MOTOR GRADER - ARTICULATED - 37000 LB,SPU,41000,,MURPHYS AUCTION
973147,1997,GMC,W4S042,CUTAWAY VAN,SPD,8950,,BIDADOO ONLINE AUCTION
973655,1997,FORD,F450,PICKUP - AERIAL LIFT 32` - CLASS 4,CEN,16801,,BIDADOO ONLINE AUCTION
975760,1997,TRAILKING,503 DFP,TRAILER - LOWBOY - 100000 LB GVWR,SDOT,26100,,BIDADOO ONLINE AUCTION
981762,1998,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SFD,2400,,MURPHYS AUCTION
983676,1998,INTERNATIONAL,4700LP,TRUCK - FLATBED - CLASS 6,SDOT,13100,,BIDADOO ONLINE AUCTION
983903,1998,CHEVROLET,P30,WALKIN VAN - CLASS 3,DPR,2001,,BIDADOO ONLINE AUCTION
983969,1998,CHEVROLET,P30,WALKIN VAN - CLASS 3,DPR,5500,,MURPHYS AUCTION
985539,1998,GEFFSPREAD KING,WBHS,CHIP SPREADER   39000 GVWR,SDOT,35200,,BIDADOO ONLINE AUCTION
985680,1998,TRAILMAX,7-12-UT,TRAILER - TILTDECK - 14500 LB GVWR,SDOT,4500,,MURPHYS AUCTION
985681,1998,FREIGHTLINER,FL70,TRUCK - AERIAL LIFT - TREE TRIMMER,SDOT,19600,,BIDADOO ONLINE AUCTION
985696,1998,CRAFCO,EZ POUR 200DC,TRAILER - ASPHALT CRACK SEALER,SDOT,3551,,BIDADOO ONLINE AUCTION
985717,1998,PETERBILT,320,TRUCK - EDUCTOR - VACTOR,SPU,45000,,MURPHYS AUCTION
986593,1998,FREIGHTLINER,FL70,TRUCK - FLATBED - ATTENUATOR - CLASS 7,SDOT,18988,,BIDADOO ONLINE AUCTION
993354,1999,FORD,F550,TRUCK - DUMPING FLATBED - CLASS 5,DPR,15250,,MURPHYS AUCTION
993908,1999,FORD,F450,PICKUP - FLATBED - CRANE - CLASS 4,DPR,7500,,MURPHYS AUCTION
996548,1999,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SPU,50000,,MURPHYS AUCTION
8120678,1988,BOWIE,HYDRO MULCHER,HYDRO MULCHER - TOWED,DPR,2849,,BIDADOO ONLINE AUCTION
A0622,1991,GMC,CARGO,CARGO VAN,SPL,1700,,MURPHYS AUCTION
A0623,1991,CHEVROLET,C5500,WALKIN VAN - CLASS 3,SPL,12445.67,,BIDADOO ONLINE AUCTION
E0943,1994,WESTMARK,ASPHALT TANKER,TRAILER - ASPHALT TANKER - 7400 GALLON,SDOT,15600,,BIDADOO ONLINE AUCTION
E0943,1994,WESTMARK,TANKER TRAILER,TRAILER - ASPHALT TANKER - 7400 GALLON,SDOT,15600,,BIDADOO ONLINE AUCTION
EG0002,1999,CATERPILLAR,963,SOLID WASTE CRAWLER LOADER,SPU,7500,,MURPHYS AUCTION
EG0210,2000,WANCO,TRAILER,SOLID WASTE TRAFFIC WARNING TRAILER,SPU,4000,,MURPHYS AUCTION
EG5501,2000,CASE,721,SOLID WASTE WHEEL LOADER,SPU,15101,,BIDADOO ONLINE AUCTION
P0320,2003,ALKOTA,TRAILER,TRAILER - SPRAYER,DPR,1600,,MURPHYS AUCTION
P140753,1994,UNKNOWN,TRAILER,TRAILER - 525 GAL WATER TANK,DPR,4550,,MURPHYS AUCTION
P1686,1994,NW CUSTOM,TT-12 UTILITY,TRAILER,DPR,2375,,BIDADOO ONLINE AUCTION
P1702,1996,MANNS,TRAILER,TRAILER - 5000 LB GVWR,DPR,405,,BIDADOO ONLINE AUCTION
P1738,2000,TRAILMAX,T-10-UT,TRAILER - 9950 LB GVWR,DPR,2650,,BIDADOO ONLINE AUCTION
P1744,2001,TRAILMAX,T-10-UT,TRAILER,DPR,2476,,BIDADOO ONLINE AUCTION
S0570,1994,SNIPER,747-4000,TRAILER - SEWER JET,SPU,2000,,MURPHYS AUCTION
S2556,1998,WESTERN,TRAILER,TRAILER - 7000 LB DUMP,SPU,3000,,MURPHYS AUCTION
S2557,1998,WESTERN,TRAILER,TRAILER - 7000 LB DUMP,SPU,3000,,MURPHYS AUCTION
S2574,1999,PAROS,TRAILER,TRAILER - TILT DECK,SPU,3500,,MURPHYS AUCTION
W2256,1995,NW CUSTOM,TRAILER,TRAILER,SPU,2300,,MURPHYS AUCTION
W3838,2005,VERMEER,BC625A,CHIPPER,SPU,5250,,MURPHYS AUCTION
